# TBLASTX 2.3.0+
# Query: Q1
# Database: ../data/blast/merged.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 33 hits found
Q1	TCONS_00046835	50.000	22	11	0	179	114	1168	1233	0.52	32.7
Q1	TCONS_00046833	50.000	22	11	0	179	114	1168	1233	0.52	32.7
Q1	TCONS_00046832	50.000	22	11	0	179	114	1168	1233	0.52	32.7
Q1	TCONS_00046831	50.000	22	11	0	179	114	1168	1233	0.52	32.7
Q1	TCONS_00079997	52.941	17	8	0	142	192	1018	968	1.0	31.8
Q1	TCONS_00079996	52.941	17	8	0	142	192	1160	1110	1.0	31.8
Q1	TCONS_00079995	52.941	17	8	0	142	192	1018	968	1.0	31.8
Q1	TCONS_00079994	52.941	17	8	0	142	192	1018	968	1.0	31.8
Q1	TCONS_00079993	52.941	17	8	0	142	192	718	668	1.0	31.8
Q1	TCONS_00079992	52.941	17	8	0	142	192	523	473	1.0	31.8
Q1	TCONS_00079991	52.941	17	8	0	142	192	461	411	1.0	31.8
Q1	TCONS_00065943	55.556	18	8	0	137	84	65	118	2.5	30.4
Q1	TCONS_00065942	55.556	18	8	0	137	84	65	118	2.5	30.4
Q1	TCONS_00065941	55.556	18	8	0	137	84	441	494	2.5	30.4
Q1	TCONS_00066175	55.556	18	8	0	137	84	63	10	2.5	30.4
Q1	TCONS_00065940	55.556	18	8	0	137	84	5590	5643	2.5	30.4
Q1	TCONS_00065939	55.556	18	8	0	137	84	5590	5643	2.5	30.4
Q1	TCONS_00065938	55.556	18	8	0	137	84	5590	5643	2.5	30.4
Q1	TCONS_00045225	50.000	22	11	0	179	114	9861	9796	6.6	29.0
Q1	TCONS_00045224	50.000	22	11	0	179	114	5550	5485	6.6	29.0
Q1	TCONS_00045223	50.000	22	11	0	179	114	4716	4651	6.6	29.0
Q1	TCONS_00045222	50.000	22	11	0	179	114	5306	5241	6.6	29.0
Q1	TCONS_00045221	50.000	22	11	0	179	114	4135	4070	6.6	29.0
Q1	TCONS_00045220	50.000	22	11	0	179	114	4427	4362	6.6	29.0
Q1	TCONS_00045219	50.000	22	11	0	179	114	2642	2577	6.6	29.0
Q1	TCONS_00045218	50.000	22	11	0	179	114	2748	2683	6.6	29.0
Q1	TCONS_00045217	50.000	22	11	0	179	114	2472	2407	6.6	29.0
Q1	TCONS_00045216	50.000	22	11	0	179	114	1695	1630	6.6	29.0
Q1	TCONS_00045215	50.000	22	11	0	179	114	2046	1981	6.6	29.0
Q1	TCONS_00045214	50.000	22	11	0	179	114	1677	1612	6.6	29.0
Q1	TCONS_00045213	50.000	22	11	0	179	114	1563	1498	6.6	29.0
Q1	TCONS_00064927	52.632	19	9	0	202	146	688	632	9.4	28.6
Q1	TCONS_00057636	52.941	17	8	0	111	61	159	209	9.4	28.6
# BLAST processed 1 queries
